,A,B,C,D,E,S
519,2.77,7.81,4.03,10.76,6.59,1905.36
520,3.82,17.96,5.83,21.1,5.09,2298.31
521,2.02,27.42,4.76,12.43,4.67,2854.98
522,1.14,3.81,4.81,20.59,5.58,4808.49
523,3.47,12.99,4.37,21.02,5.93,3019.94
524,4.0,12.62,5.53,8.72,8.76,3691.21
525,1.31,15.73,4.04,19.74,2.28,2963.65
526,4.97,7.66,5.65,16.23,2.03,2493.53
527,2.13,8.49,5.14,6.88,2.86,3772.87
528,1.9,24.98,5.9,14.68,4.88,1005.45
529,4.24,14.35,4.73,17.42,5.73,2838.87
530,3.76,11.94,5.9,15.15,8.86,1364.61
531,2.64,22.42,5.34,4.94,4.6,1990.27
532,4.55,19.08,4.87,19.28,4.38,2507.79
533,1.69,2.24,5.86,20.41,7.88,1089.77
534,2.45,22.92,4.33,15.72,6.67,2476.31
535,1.03,18.28,4.77,6.03,8.73,1293.02
536,2.59,15.94,5.38,5.43,3.27,1363.76
537,4.13,25.22,5.23,21.25,7.14,2428.26
538,1.45,25.93,4.23,11.83,4.04,4001.54
539,3.87,16.16,4.36,16.42,7.72,1791.86
540,3.08,27.9,5.92,14.78,6.66,2059.42
541,1.33,22.31,5.02,18.79,6.15,1704.85
542,4.99,7.55,4.4,4.86,2.46,3760.63
543,2.65,6.36,4.84,4.65,4.79,1657.26
544,1.35,30.0,4.13,4.33,4.9,1381.82
545,1.36,28.86,5.95,10.31,5.47,4455.41
546,4.45,9.2,5.82,1.11,4.16,2879.48
547,2.79,9.94,5.25,11.9,4.36,3080.68
548,1.19,11.34,5.84,11.61,7.66,4238.3
549,2.47,23.34,4.38,4.14,6.35,672.79
550,3.56,3.16,5.09,18.06,7.61,3319.23
551,1.24,12.78,4.86,18.66,3.41,2399.13
552,4.57,9.09,5.67,20.32,6.88,3702.88
553,2.75,21.33,4.1,11.03,6.4,1681.14
554,3.87,3.34,5.89,16.1,6.07,1142.05
555,4.32,9.6,5.56,12.86,3.36,2376.2
556,4.64,21.44,4.84,16.19,7.83,3204.04
557,1.49,13.23,6.0,20.3,7.67,1606.68
558,3.23,13.32,5.68,3.65,2.76,4946.68
559,4.32,7.84,4.42,10.23,3.85,851.9
560,4.82,28.17,4.19,8.26,5.2,761.92
561,1.14,21.61,4.91,4.64,2.36,3985.11
562,4.23,5.83,5.41,1.28,4.39,1416.72
563,2.21,13.39,5.81,3.18,2.78,3449.56
564,3.81,10.62,5.6,4.51,3.32,2627.9
565,3.57,2.8,5.18,21.96,5.62,1797.17
566,2.22,28.68,5.93,8.56,8.96,1859.33
567,2.23,24.5,4.9,15.78,7.58,1684.0
568,4.5,9.78,5.01,7.45,8.68,2891.93
569,2.81,26.86,5.42,13.5,8.31,1884.33
570,1.68,9.81,5.8,16.74,2.13,3439.99
571,3.05,14.77,4.5,2.3,8.47,3401.06
572,2.88,25.18,4.78,1.71,7.14,720.16
573,3.23,25.92,5.05,1.05,5.0,1822.05
574,3.59,9.93,4.13,17.41,5.35,3911.98
575,3.54,27.59,5.83,17.81,3.27,1274.12
576,3.84,27.88,4.15,22.04,5.09,3119.56
577,4.52,9.62,5.53,8.29,7.54,2399.96
578,2.66,27.55,4.67,4.02,4.55,3184.1
579,4.06,14.6,4.19,17.04,5.71,3739.39
580,1.47,29.4,5.5,13.71,4.04,3359.28
581,4.4,3.28,5.37,12.12,5.89,3693.93
582,1.52,5.2,5.78,1.24,3.55,3516.36
583,2.41,5.32,4.11,17.99,3.28,1979.12
584,2.15,20.34,5.81,1.14,8.41,3087.14
585,1.74,21.48,4.41,11.95,3.18,2324.67
586,2.82,25.73,5.06,15.45,5.19,1606.86
587,1.89,14.87,4.97,13.19,4.92,3577.96
588,1.38,5.99,5.32,18.53,7.22,3983.84
589,4.27,5.81,4.72,12.69,4.93,2595.39
590,3.25,3.3,4.75,14.64,4.9,1140.6
591,1.51,5.28,4.62,4.97,5.04,3725.89
592,1.47,23.28,5.23,22.95,3.45,2641.28
593,1.9,19.47,4.49,2.14,6.38,1748.2
594,3.08,14.85,5.39,18.1,5.83,2061.36
595,1.6,26.13,5.09,17.45,3.08,4302.73
596,3.83,16.79,5.69,15.62,4.18,3485.65
597,4.19,21.32,5.42,22.12,6.97,4265.9
598,3.81,11.93,4.97,12.59,5.44,2810.95
599,1.13,17.19,5.61,2.21,4.68,1449.37
600,1.55,29.67,4.93,22.67,3.11,518.56
601,2.88,5.2,4.44,13.42,6.39,3558.98
602,1.26,5.73,4.22,22.37,7.96,4844.06
603,2.17,6.52,5.27,4.87,2.72,3155.34
604,2.46,16.01,4.92,17.56,5.69,2871.03
605,1.95,23.52,5.12,12.74,7.88,3523.88
606,4.7,5.75,4.21,6.48,3.39,1014.2
607,3.84,10.02,4.53,15.01,6.71,2114.06
608,3.96,4.84,4.76,21.49,7.86,2593.39
609,2.35,4.28,4.61,16.43,3.43,2176.81
610,2.23,4.72,5.24,13.0,6.32,641.94
611,1.57,15.89,5.91,4.03,7.98,2428.39
612,4.15,25.46,4.06,20.01,5.47,2843.91
613,4.37,19.23,4.15,5.18,7.01,2307.77
614,4.81,2.95,4.39,21.38,6.5,1019.67
615,4.08,27.39,4.16,4.02,4.38,637.84
616,4.0,9.74,5.4,22.36,7.39,4266.23
617,1.18,7.05,5.28,18.9,7.07,1152.54
618,1.82,19.82,4.44,6.6,6.83,3626.7
619,4.23,25.21,4.56,10.66,7.36,4007.1
620,2.17,11.05,4.97,18.8,4.67,690.38
621,3.64,26.4,4.39,7.18,5.59,2723.24
622,3.81,24.43,4.36,22.86,6.74,3909.3
623,1.42,26.25,4.38,7.91,2.74,2531.16
624,2.05,12.44,4.11,8.19,4.31,709.39
625,1.05,18.9,4.71,18.98,6.06,3347.9
626,1.85,13.05,5.27,2.56,6.82,1546.8
627,1.3,5.72,4.23,18.83,7.45,2486.95
628,4.8,26.71,4.57,2.89,5.78,4039.04
629,1.21,15.75,5.25,5.52,8.38,4903.28
630,3.5,9.29,5.07,13.45,2.53,2696.85
631,4.33,14.49,5.75,22.78,4.15,3054.1
632,1.82,7.38,4.01,18.69,3.05,2910.18
633,4.54,11.16,4.61,6.8,8.0,3169.3
634,4.44,23.45,4.45,20.32,5.49,2292.36
635,2.78,3.9,5.75,18.0,4.69,1337.08
636,2.8,18.67,5.12,5.96,2.92,2258.77
637,2.76,22.52,4.83,14.89,8.74,1138.36
638,2.66,17.9,5.83,21.5,8.45,4500.62
639,2.96,7.95,5.28,10.11,2.09,4012.91
640,1.69,17.52,5.81,17.79,6.71,1483.79
641,3.14,9.68,4.08,2.59,6.85,4040.46
642,3.23,7.92,5.64,6.07,3.4,3702.34
643,3.22,8.62,4.52,22.8,3.47,2937.48
644,4.24,23.86,4.94,1.79,5.68,2604.26
645,4.88,8.05,5.26,3.82,2.48,1306.49
646,2.71,6.74,4.94,11.99,3.15,2522.3
647,2.6,4.01,5.6,3.26,8.17,2496.07
648,1.23,27.09,4.58,21.29,3.67,3796.09
649,4.52,10.05,5.18,15.18,6.25,3257.95
650,2.3,23.02,5.88,7.76,7.24,2024.37
651,2.69,16.53,4.59,22.05,3.99,4188.04
652,2.97,29.46,4.3,20.78,7.71,2767.77
653,2.59,20.4,4.86,19.33,7.19,3501.54
654,1.8,21.26,5.87,4.07,2.86,4225.86
655,2.24,2.11,4.7,6.0,5.46,4923.48
656,2.52,15.67,4.36,8.5,2.31,2465.37
657,3.63,23.98,5.42,20.09,2.38,1954.82
658,3.25,22.74,5.31,3.85,5.59,587.68
659,3.78,11.87,4.08,16.37,7.86,4328.58
660,2.29,29.76,5.81,12.38,8.87,3959.36
661,1.14,8.1,5.06,14.41,6.49,4165.81
662,3.02,11.85,4.99,10.41,4.44,3071.68
663,2.27,10.78,4.43,22.03,3.46,2037.76
664,3.24,12.09,4.19,5.36,2.27,1203.58
665,3.8,25.64,5.35,17.01,8.66,557.16
666,2.95,7.54,5.06,9.11,7.48,1771.94
667,3.93,15.28,4.43,10.27,4.43,3793.41
668,3.37,21.04,4.75,3.02,3.89,1956.16
669,1.23,2.64,4.31,5.38,6.69,3114.26
670,3.97,12.82,5.84,10.75,4.77,2333.0
671,4.32,22.34,5.52,11.04,2.27,1705.62
672,1.75,3.79,4.12,1.19,7.52,2781.97
673,2.14,21.97,4.95,6.22,6.42,2981.1
674,3.06,18.97,5.42,6.34,2.23,4657.93
675,4.99,19.27,5.86,7.38,3.04,3786.06
676,2.02,7.3,4.38,7.28,7.9,3131.75
677,3.09,17.4,5.4,12.69,4.19,801.94
678,4.9,9.25,5.35,17.42,2.96,2042.44
679,2.87,23.03,4.46,2.37,4.64,1924.24
680,1.51,22.73,5.78,14.01,5.2,660.39
681,2.66,12.65,4.64,4.17,6.29,1975.12
682,1.95,12.06,4.05,14.73,8.84,866.97
683,3.95,13.67,4.64,19.71,8.52,4310.91
684,3.33,22.96,4.3,15.79,8.31,4446.58
685,2.29,3.11,4.21,13.97,7.73,2382.86
686,1.43,2.55,4.05,4.39,7.67,2951.87
687,3.74,9.26,4.41,3.92,3.84,2288.39
688,2.11,22.28,4.03,20.12,8.5,1224.92
689,3.46,24.06,5.35,14.8,3.31,4821.99
690,1.18,17.14,4.97,5.13,2.09,4881.54
691,1.16,16.98,5.67,20.35,8.43,1482.69
692,4.45,22.46,5.43,7.7,4.13,4775.21
693,4.64,16.98,5.43,1.53,7.77,2069.52
694,3.92,23.77,5.39,17.28,7.98,3262.76
695,4.16,18.11,4.23,2.94,7.51,3048.0
696,1.79,17.43,5.09,7.75,5.1,3496.91
697,1.34,12.95,5.29,4.14,7.0,4134.31
698,1.33,22.65,5.42,14.01,8.6,2463.72
699,1.63,13.67,4.13,20.04,4.12,3835.65
700,1.48,19.61,4.64,16.04,5.85,4612.15
701,1.62,10.39,5.57,19.19,3.42,4599.25
702,4.75,2.68,4.15,2.83,5.18,637.22
703,2.11,28.17,4.63,11.59,2.43,2736.04
704,3.49,27.48,4.83,20.03,3.09,3003.19
705,2.88,13.02,5.71,12.66,2.73,1400.83
706,1.85,13.29,4.31,14.88,4.57,1459.63
707,1.06,24.99,5.63,4.73,4.14,4735.67
708,4.0,17.16,5.77,4.73,2.05,2454.04
709,4.41,21.63,5.25,1.19,4.26,2924.08
710,3.23,20.5,4.88,4.36,3.32,2269.88
711,3.67,4.97,5.94,2.98,2.03,4518.2
712,4.92,28.99,5.17,14.22,7.28,2491.64
713,3.07,11.47,4.26,11.22,3.04,3505.78
714,2.58,11.31,4.84,22.06,5.89,3758.18
715,2.38,9.95,5.52,7.14,3.42,2153.32
716,3.61,22.45,4.39,12.43,6.73,4120.0
717,1.56,23.39,4.07,18.99,7.42,4885.53
718,3.74,2.41,4.66,16.71,8.49,4261.9
719,3.43,20.73,4.39,14.94,5.05,3799.51
720,1.29,13.43,5.91,20.35,2.59,1556.27
721,1.54,16.49,5.67,21.38,5.77,2707.03
722,1.89,15.75,5.32,22.03,7.43,1237.86
723,4.55,21.64,4.88,11.38,2.08,1970.11
724,2.98,26.56,5.28,13.0,4.23,2778.52
725,4.12,4.58,4.22,18.5,3.88,4134.89
726,1.15,9.48,4.68,20.1,5.5,1991.25
727,1.05,25.39,4.31,19.21,5.23,1913.28
728,1.14,23.46,5.21,17.45,8.24,2860.72
729,2.21,10.34,5.97,19.9,4.42,1473.68
730,2.67,28.55,4.44,11.88,3.98,2684.67
731,4.66,7.91,5.11,10.7,7.89,4314.38
732,4.21,2.94,5.42,5.35,3.52,4675.55
733,4.16,10.94,4.74,9.36,7.57,4478.69
734,3.71,29.77,5.42,11.8,6.35,4964.48
735,2.64,24.04,4.25,3.42,5.51,4515.98
736,2.36,3.03,5.57,13.35,2.94,4729.26
737,2.38,11.75,4.17,13.71,5.21,4935.55
738,4.54,2.51,5.02,18.5,5.4,1492.32
739,3.33,14.86,5.42,10.01,8.7,4364.51
740,3.37,26.73,4.93,17.79,2.62,3217.44
741,1.01,7.35,4.9,7.72,7.26,3945.25
742,4.33,28.44,5.15,2.99,2.59,2448.5
743,2.1,4.53,4.84,21.65,5.31,4692.5
744,4.82,4.7,4.67,4.09,8.25,2652.68
745,4.34,26.73,5.1,21.21,8.85,4126.28
746,2.71,11.65,4.4,11.3,5.88,2062.52
747,4.68,15.34,4.76,8.99,3.16,4672.4
748,4.08,14.49,4.6,3.24,6.04,2386.63
749,4.83,17.69,4.98,6.76,6.14,3020.78
750,2.35,3.18,5.58,3.3,7.53,2998.67
751,1.08,17.52,5.76,1.89,2.42,3740.56
752,2.17,12.02,5.53,2.24,6.66,1080.23
753,3.72,15.23,5.43,3.7,7.6,3163.07
754,4.52,16.35,5.37,12.39,4.22,869.72
755,4.97,7.31,4.31,17.97,3.0,3119.95
756,4.79,24.06,5.02,16.69,2.63,2164.76
757,2.23,16.53,4.88,10.45,4.03,4180.36
758,2.83,16.81,5.57,13.92,5.94,4478.32
759,1.5,5.46,4.42,10.21,5.48,4372.88
760,2.05,13.31,5.55,10.08,3.67,4322.45
761,3.72,29.61,5.18,3.42,5.61,2924.29
762,1.23,6.22,4.4,6.94,8.22,3276.93
763,2.86,6.4,5.9,16.1,3.38,3526.43
764,2.9,14.99,4.58,21.76,3.79,3801.5
765,3.36,15.56,5.11,1.29,2.68,4393.75
766,1.05,12.36,5.16,20.28,4.38,3489.56
767,3.45,21.85,4.37,20.52,2.4,2805.31
768,1.74,24.67,4.29,9.95,3.62,3534.05
769,3.56,7.62,5.9,18.98,6.79,1741.47
770,2.52,6.55,5.35,6.99,7.65,708.9
771,2.07,15.47,5.52,17.69,3.25,1519.87
772,4.57,24.64,5.73,4.85,6.02,3383.82
773,4.51,22.82,5.11,3.88,6.02,3879.44
774,2.5,8.91,4.49,9.41,2.25,4539.89
775,4.02,6.01,5.64,18.55,3.85,4920.19
776,1.61,10.47,4.12,11.12,7.85,4671.49
777,4.67,22.71,4.01,14.15,6.66,2188.03
778,1.64,22.23,5.85,7.9,7.88,2934.88
779,3.93,25.26,4.57,18.31,8.77,1425.73
780,3.8,25.42,5.16,16.13,4.55,4781.66
781,4.86,13.11,5.09,14.83,5.19,4756.69
782,2.67,3.35,5.21,16.09,2.01,2040.58
783,2.75,26.91,4.12,22.97,6.48,4168.25
784,1.24,18.71,4.94,19.82,4.8,1571.29
785,4.03,10.61,5.79,9.51,8.12,843.06
786,3.42,21.09,5.93,3.14,7.62,2664.24
787,1.7,29.69,5.64,14.65,3.4,4272.4
788,2.29,8.45,5.59,14.74,8.83,3914.99
789,3.16,26.55,5.75,14.56,3.17,1637.22
790,3.83,15.13,5.49,12.13,4.85,1632.92
791,4.81,14.5,4.44,20.45,7.18,3338.29
792,4.14,9.21,4.53,8.88,5.96,3919.3
793,4.35,29.73,5.16,19.21,7.52,3864.49
794,4.42,14.21,4.59,5.88,7.74,4375.34
795,2.27,16.17,4.76,10.6,7.23,2487.26
796,2.06,2.95,4.42,16.21,3.36,4639.72
797,3.65,13.73,4.26,22.91,3.32,974.86
798,4.99,9.83,4.39,8.29,7.83,1551.51
799,1.33,12.75,4.71,4.53,4.01,4037.0
800,3.03,10.18,5.08,5.19,8.05,4720.74
801,2.88,17.31,5.65,20.67,2.48,2614.14
802,1.74,29.35,5.58,4.69,6.43,2106.55
803,1.87,8.41,5.09,11.66,5.01,1518.03
804,1.1,19.36,4.81,4.52,5.09,2033.2
805,1.68,23.4,4.29,11.52,8.11,1633.23
806,4.57,8.25,5.77,19.9,3.76,4919.32
807,4.84,8.05,4.21,13.24,6.91,2808.52
808,1.18,21.71,5.08,21.94,7.09,1522.83
809,1.18,19.97,5.92,1.88,2.03,2773.94
810,3.37,16.46,5.89,7.91,3.39,834.63
811,3.02,18.97,4.91,8.19,6.15,1650.63
812,4.92,26.2,4.52,1.14,5.95,3712.69
813,1.72,21.51,5.78,7.69,7.04,1582.56
814,4.23,28.74,4.55,13.03,4.6,2281.72
815,2.05,7.17,5.73,7.94,8.76,4241.59
816,2.99,9.24,4.26,6.37,7.09,3363.78
817,4.45,28.92,5.57,14.69,7.88,4511.53
818,1.85,22.03,4.83,4.95,4.59,4172.36
819,1.17,17.99,5.05,18.01,5.1,3198.8
820,3.05,14.25,5.47,18.49,2.97,1686.54
821,1.8,9.71,5.85,14.67,7.95,4914.29
822,1.18,19.45,5.9,20.6,5.73,1504.33
823,2.73,8.82,5.66,3.07,7.12,2225.28
824,3.95,22.02,5.23,19.59,5.4,1425.7
825,4.99,15.4,4.87,14.93,8.2,956.51
826,2.27,9.15,5.58,2.4,8.35,1748.65
827,3.21,8.6,4.36,16.48,5.6,4056.38
828,1.17,15.3,4.26,17.77,8.09,2839.76
829,2.83,29.17,5.26,22.43,8.92,3741.27
830,4.98,13.35,5.17,6.51,5.31,2492.41
831,4.77,25.86,5.47,10.66,6.47,2839.22
832,4.23,25.76,5.59,5.49,3.87,1736.58
833,3.45,7.69,5.21,6.41,6.07,4083.29
834,1.11,7.98,4.52,16.62,6.24,2442.32
835,4.47,6.58,4.41,22.4,8.57,2319.04
836,4.57,13.3,5.08,1.11,6.66,1297.99
837,3.62,18.06,5.6,19.73,7.26,2214.44
838,3.77,21.93,5.65,12.81,3.56,524.44
839,2.37,9.06,5.46,8.64,8.45,4635.48
840,2.67,17.04,5.66,13.59,8.68,4797.84
841,3.53,20.11,5.7,10.73,5.51,2780.82
842,2.35,5.31,5.82,20.52,2.16,2499.99
843,3.68,27.84,4.35,17.78,8.28,987.74
844,1.99,4.39,4.51,21.8,7.27,3792.1
845,1.19,13.16,5.48,22.43,8.11,3904.29
846,4.75,19.99,4.56,5.99,6.91,3150.6
847,2.81,10.56,5.83,7.75,5.41,2278.63
848,4.91,22.58,4.96,7.73,2.9,4611.11
849,4.97,2.14,5.17,9.4,3.6,1095.88
850,2.3,22.04,4.35,3.13,4.52,2384.88
851,1.9,27.22,4.33,18.24,7.51,4899.45
852,2.53,3.15,5.88,5.82,5.88,738.87
853,3.07,24.76,4.07,12.28,6.21,2014.93
854,1.97,26.45,5.29,3.69,5.55,1965.2
855,2.49,27.03,5.91,6.07,6.88,2735.46
856,1.7,2.68,5.0,18.44,4.56,1836.27
857,3.05,14.36,4.2,5.33,3.17,4201.76
858,1.63,13.5,5.97,9.36,4.38,1489.21
859,2.49,17.83,5.82,7.28,8.09,2890.4
860,3.98,21.47,4.83,9.69,2.17,1142.13
861,4.95,23.51,5.82,1.17,4.61,2461.53
862,4.09,13.17,5.2,8.98,4.37,3027.8
863,3.56,29.4,4.58,13.48,2.37,835.53
864,1.53,19.51,5.15,15.85,6.87,3032.2
865,3.03,29.47,4.04,4.4,5.49,2460.77
866,1.52,14.51,5.18,22.74,5.97,1113.48
867,1.69,10.57,4.02,17.54,7.21,1621.42
868,1.54,11.89,4.78,22.56,3.11,2424.29
869,2.9,19.85,4.35,15.46,2.24,1725.88
870,3.57,6.15,5.8,4.53,5.69,4630.64
871,2.08,4.83,5.11,20.98,6.32,3771.71
872,2.18,23.65,4.47,3.9,2.66,2595.27
873,4.72,11.2,5.93,10.23,8.96,3511.18
874,3.14,2.66,5.81,6.46,5.27,4332.85
875,3.87,5.51,4.58,10.48,3.37,3342.47
876,1.36,28.7,4.6,14.7,2.02,4579.79
877,1.53,22.12,4.64,12.9,6.21,2307.61
878,2.7,25.91,4.17,4.49,7.27,1651.17
879,1.34,25.84,4.35,4.84,3.09,2619.25
880,2.7,19.7,4.84,9.86,4.41,1582.56
881,3.55,15.15,5.0,8.6,2.0,4022.09
882,1.44,8.25,5.7,10.8,2.47,4112.43
883,3.33,18.48,5.98,11.78,4.86,1565.83
884,1.21,23.61,4.51,21.59,4.15,4750.24
885,1.01,23.07,4.2,11.34,7.98,1837.45
886,1.44,3.18,5.2,7.6,7.58,2147.88
887,4.44,6.61,4.97,21.26,5.0,758.57
888,2.71,24.62,5.5,9.92,3.92,2301.09
889,3.65,13.5,5.17,14.77,4.14,4620.46
890,2.84,12.83,4.5,15.49,8.88,840.37
891,4.2,29.96,5.94,7.83,8.8,2700.66
892,4.39,29.17,5.97,21.57,2.97,812.94
893,4.78,25.66,4.58,20.2,4.1,2331.13
894,3.35,16.71,4.37,20.77,8.26,1293.46
895,2.81,19.84,4.42,6.95,8.14,2980.64
896,1.84,21.64,5.41,14.12,7.3,4130.71
897,3.96,18.53,4.51,7.36,4.42,2540.1
898,2.69,15.34,5.4,16.96,3.12,4048.48
899,2.73,10.61,5.09,4.3,4.16,3239.04
900,4.06,5.85,4.14,20.31,7.97,4895.81
901,1.07,6.8,5.67,17.39,7.83,4794.3
902,3.67,24.39,4.08,9.41,8.08,1831.69
903,1.81,19.3,5.62,21.48,5.07,4297.45
904,1.37,19.24,5.87,7.37,5.79,3979.9
905,3.43,23.51,5.54,16.13,8.99,3125.28
906,1.47,7.41,5.27,8.56,8.58,773.53
907,2.13,22.6,5.39,10.89,2.21,780.57
908,2.84,3.99,4.46,8.82,3.31,2411.41
909,1.52,25.88,4.58,18.88,6.14,4380.61
910,1.36,4.2,5.64,9.47,3.74,1156.51
911,3.81,15.36,5.31,2.97,5.8,1130.15
912,4.4,23.25,5.93,2.09,2.09,4959.5
913,2.25,20.08,4.25,8.64,8.68,4954.71
914,4.63,26.22,4.47,14.64,5.92,1933.22
915,4.14,25.29,5.46,21.48,8.58,3228.08
916,1.77,15.86,5.08,3.04,8.72,3415.19
917,4.0,27.38,5.7,16.93,7.45,2653.57
918,2.37,9.5,5.08,18.14,7.86,3989.24
919,3.73,27.49,5.13,10.06,7.0,3481.8
920,4.86,10.28,4.07,14.19,7.06,1946.08
921,2.44,10.26,5.8,12.45,2.19,1315.41
922,3.59,12.03,4.25,3.61,7.1,894.8
923,2.72,19.64,5.62,11.13,2.25,508.38
924,3.97,19.66,5.86,18.64,6.45,1436.53
925,3.02,29.26,5.51,5.56,4.71,835.48
926,3.55,5.99,5.14,19.85,5.41,2032.29
927,3.35,21.69,4.07,8.85,7.75,1611.29
928,3.22,5.19,5.97,14.75,8.91,1987.87
929,3.76,28.95,5.63,2.53,4.74,2175.11
930,4.45,16.99,4.07,14.48,7.74,584.14
931,2.92,14.6,5.88,9.16,5.71,1734.31
932,4.5,11.69,5.27,13.93,3.09,4288.29
933,1.91,23.02,5.91,2.23,8.01,4703.71
934,3.89,26.69,5.3,17.6,6.89,2873.56
935,3.91,14.47,5.35,14.17,7.78,2270.14
936,2.08,4.36,5.93,1.26,8.4,2636.44
937,4.07,3.51,4.51,11.28,2.27,904.35
938,4.7,16.0,4.68,15.95,7.94,4365.62
939,2.74,2.99,4.36,7.08,6.13,3941.49
940,4.31,5.38,5.73,18.19,5.59,1870.38
941,4.2,25.15,4.34,1.63,3.25,1637.1
942,3.94,20.47,5.49,9.82,8.44,4108.64
943,4.49,28.98,4.6,20.29,3.13,863.19
944,2.91,16.3,4.68,20.99,8.82,4712.87
945,4.25,8.92,4.22,17.53,3.62,2751.36
946,4.58,23.97,4.38,13.41,4.62,944.14
947,2.05,6.95,4.52,6.99,5.79,748.61
948,1.21,9.06,4.45,1.54,8.0,1469.84
949,4.29,5.61,4.13,15.72,4.01,2115.45
950,3.32,3.41,4.05,17.62,6.6,1858.86
951,2.2,23.25,4.65,17.78,7.45,3608.09
952,4.71,17.04,5.49,21.58,5.77,2530.61
953,1.02,15.75,5.16,8.91,3.93,2830.14
954,2.35,27.82,4.46,13.84,8.7,4258.9
955,1.68,21.85,5.18,12.64,2.58,2388.6
956,4.62,14.29,5.99,2.4,5.83,4132.2
957,1.08,12.71,4.16,19.52,8.97,3675.78
958,2.85,18.01,4.69,9.03,6.47,1755.13
959,4.32,10.5,5.75,17.37,6.09,3379.26
960,2.83,2.39,5.92,9.02,3.71,3024.13
961,3.76,2.18,4.65,5.03,4.61,4924.08
962,1.46,4.78,5.34,18.8,2.45,1184.68
963,3.08,7.15,5.67,6.83,5.33,4186.22
964,4.18,28.2,5.57,13.34,6.68,699.24
965,1.29,25.6,5.05,4.41,8.98,4230.03
966,1.32,23.91,5.16,15.23,5.74,2041.98
967,1.41,26.72,5.07,8.17,4.47,808.57
968,2.12,11.91,4.36,16.12,4.15,3068.57
969,4.28,5.83,5.71,21.73,2.33,1589.36
970,3.57,23.6,4.63,6.33,3.45,2521.85
971,4.97,27.36,5.09,7.69,5.03,4083.37
972,4.71,14.2,4.88,8.13,8.45,3760.39
973,2.13,11.85,4.72,15.11,8.64,2811.2
974,4.09,17.56,4.29,11.95,4.2,841.84
975,4.85,5.84,5.97,12.08,8.65,661.21
976,1.23,12.97,4.12,11.47,4.88,1386.21
977,3.99,28.59,4.2,9.27,2.82,4039.67
978,2.26,15.19,4.77,6.92,8.53,1392.33
979,2.68,6.79,5.52,8.39,4.29,3426.88
980,3.14,13.54,5.77,4.54,4.01,4416.55
981,1.57,26.22,4.13,1.35,7.03,898.24
982,1.45,18.69,5.73,4.86,5.6,4334.04
983,1.9,19.57,4.99,4.17,7.93,1478.03
984,2.11,5.98,5.21,11.93,3.79,3819.63
985,3.61,18.08,5.33,18.93,5.51,1509.92
986,2.62,12.98,5.76,11.1,7.94,4636.57
987,2.59,29.21,4.78,2.26,4.78,815.59
988,3.81,23.04,4.42,18.45,3.87,3651.76
989,4.92,9.56,4.2,10.32,2.79,3282.15
990,1.38,8.91,5.89,12.48,7.81,2492.17
991,1.24,18.49,4.88,4.63,7.82,3827.52
992,1.99,6.7,4.92,3.95,4.39,2386.38
993,2.56,21.45,4.61,19.87,7.65,3769.17
994,2.45,29.59,5.78,1.9,4.19,2431.99
995,1.79,10.82,5.86,6.89,4.28,2415.85
996,2.78,27.43,4.14,22.47,5.58,4108.97
997,4.83,20.57,4.77,5.67,6.91,4171.21
998,4.21,16.77,4.24,15.07,2.64,1995.02
999,3.61,5.22,5.9,11.61,8.11,1455.5
1000,2.22,9.42,4.39,10.47,2.16,1381.02
1001,1.52,14.91,4.83,14.26,3.28,2380.61
1002,3.39,14.21,4.03,14.13,8.26,2905.82
1003,1.16,25.98,5.49,20.01,5.92,862.17
1004,3.64,3.98,4.94,19.55,3.23,1455.11
1005,3.97,8.34,5.29,20.41,7.18,3745.69
1006,3.19,24.32,4.01,16.74,5.74,1690.5
1007,3.46,28.03,4.51,14.56,4.44,951.93
1008,3.46,6.61,4.6,7.02,7.57,2967.09
1009,2.58,6.92,4.15,5.22,4.8,2381.55
1010,3.62,12.8,5.25,3.47,7.66,2650.49
1011,1.11,24.2,4.5,18.54,4.15,3030.49
1012,3.23,3.54,4.53,19.91,4.94,600.43
1013,1.93,21.66,4.66,3.0,7.05,4702.48
1014,3.51,5.9,5.24,15.26,7.74,4398.99
1015,4.35,21.8,5.57,15.95,6.91,1995.73
1016,1.45,27.77,4.95,15.5,7.48,2806.79
1017,1.32,28.46,5.5,11.55,3.1,2748.39
1018,2.3,5.29,4.01,19.95,7.49,1427.09
1019,4.04,6.67,5.38,7.82,2.17,1161.2
1020,3.8,26.41,5.44,5.9,8.12,1366.55
1021,1.55,29.46,4.65,5.21,2.15,4411.06
1022,4.66,19.64,5.02,2.16,2.28,3799.99
1023,3.59,29.91,5.04,15.48,6.19,3888.8
1024,3.41,19.23,4.68,11.41,3.81,3405.37
1025,2.41,25.54,5.91,5.1,4.73,1785.09
1026,1.44,18.87,5.86,2.67,8.74,2713.81
1027,3.88,5.35,4.77,14.3,2.02,2410.56
1028,1.16,13.47,5.18,20.8,2.85,1265.89
1029,2.82,13.06,4.45,14.56,8.71,3983.16
1030,1.0,9.18,4.65,10.2,7.4,4809.83
1031,2.71,17.66,4.63,14.43,6.3,1956.62
1032,2.95,18.45,5.03,13.95,2.64,600.67
1033,4.22,14.74,5.4,6.55,3.33,4435.66
1034,1.05,22.83,5.01,11.33,2.33,2941.37
1035,4.04,15.07,5.14,13.68,7.18,2015.47
1036,3.39,22.88,4.32,19.58,6.84,1669.72
